"Ensembl_gene_identifier","GENEID"
"ENSG00000240522",NA
"ENSG00000240531",NA
"ENSG00000240533",NA
"ENSG00000240534",NA
"ENSG00000240540",NA
"ENSG00000240541","TM4SF1-AS1"
"ENSG00000240542","KRTAP9-1"
"ENSG00000240545",NA
"ENSG00000240549","THOC7-AS1"
"ENSG00000240554",NA
"ENSG00000240563","L1TD1"
"ENSG00000240567","LINC02067"
"ENSG00000240577",NA
"ENSG00000240578",NA
"ENSG00000240583","AQP1"
"ENSG00000240584",NA
"ENSG00000240589",NA
"ENSG00000240590",NA
"ENSG00000240596","KCNAB1-AS2"
"ENSG00000240601",NA
"ENSG00000240606",NA
"ENSG00000240611",NA
"ENSG00000240613",NA
"ENSG00000240616",NA
"ENSG00000240624",NA
"ENSG00000240625",NA
"ENSG00000240626",NA
"ENSG00000240627",NA
"ENSG00000240631",NA
"ENSG00000240637",NA
"ENSG00000240639",NA
"ENSG00000240641",NA
"ENSG00000240647",NA
"ENSG00000240651",NA
"ENSG00000240654","C1QTNF9"
"ENSG00000240663",NA
"ENSG00000240665",NA
"ENSG00000240668",NA
"ENSG00000240669",NA
"ENSG00000240671",NA
"ENSG00000240674",NA
"ENSG00000240680",NA
"ENSG00000240682","ISY1"
"ENSG00000240692",NA
"ENSG00000240694","PNMA2"
"ENSG00000240698",NA
"ENSG00000240707","LINC01168"
"ENSG00000240713",NA
"ENSG00000240718",NA
"ENSG00000240720","LRRD1"
"ENSG00000240721",NA
"ENSG00000240723",NA
"ENSG00000240724",NA
"ENSG00000240729",NA
"ENSG00000240733",NA
"ENSG00000240738",NA
"ENSG00000240739",NA
"ENSG00000240747","KRBOX1"
"ENSG00000240750",NA
"ENSG00000240752",NA
"ENSG00000240760",NA
"ENSG00000240764","PCDHGC5"
"ENSG00000240767",NA
"ENSG00000240770","C21orf91-OT1"
"ENSG00000240771","ARHGEF25"
"ENSG00000240772",NA
"ENSG00000240775",NA
"ENSG00000240776",NA
"ENSG00000240785",NA
"ENSG00000240790","SND1-DT"
"ENSG00000240791",NA
"ENSG00000240796",NA
"ENSG00000240803",NA
"ENSG00000240808",NA
"ENSG00000240809",NA
"ENSG00000240821",NA
"ENSG00000240823",NA
"ENSG00000240824",NA
"ENSG00000240827",NA
"ENSG00000240828",NA
"ENSG00000240837",NA
"ENSG00000240846",NA
"ENSG00000240847",NA
"ENSG00000240849","PEDS1"
"ENSG00000240853",NA
"ENSG00000240854",NA
"ENSG00000240857","RDH14"
"ENSG00000240859","LINC03014"
"ENSG00000240861",NA
"ENSG00000240863",NA
"ENSG00000240864",NA
"ENSG00000240870",NA
"ENSG00000240871","KRTAP4-7"
"ENSG00000240873",NA
"ENSG00000240874",NA
"ENSG00000240875","LINC00886"
"ENSG00000240877",NA
"ENSG00000240881",NA
"ENSG00000240882",NA
"ENSG00000240889","NDUFB2-AS1"
"ENSG00000240890",NA
"ENSG00000240893","LINC02042"
"ENSG00000240898",NA
"ENSG00000240902",NA
"ENSG00000240905",NA
"ENSG00000240912",NA
"ENSG00000240922","LSAMP-AS1"
"ENSG00000240925",NA
"ENSG00000240927",NA
"ENSG00000240936",NA
"ENSG00000240940",NA
"ENSG00000240950",NA
"ENSG00000240951",NA
"ENSG00000240954",NA
"ENSG00000240961",NA
"ENSG00000240964",NA
"ENSG00000240966",NA
"ENSG00000240972","MIF"
"ENSG00000240973","LOC100506489"
"ENSG00000240975",NA
"ENSG00000240977",NA
"ENSG00000240983",NA
"ENSG00000240990","HOXA11-AS"
"ENSG00000240991",NA
"ENSG00000240993",NA
"ENSG00000240997",NA
"ENSG00000241002",NA
"ENSG00000241003",NA
"ENSG00000241007",NA
"ENSG00000241008",NA
"ENSG00000241011",NA
"ENSG00000241014","GPR199P"
"ENSG00000241015","TPM3P9"
"ENSG00000241018",NA
"ENSG00000241020",NA
"ENSG00000241032",NA
"ENSG00000241037",NA
"ENSG00000241045",NA
"ENSG00000241052",NA
"ENSG00000241058","NSUN6"
"ENSG00000241061",NA
"ENSG00000241064",NA
"ENSG00000241074",NA
"ENSG00000241081",NA
"ENSG00000241082",NA
"ENSG00000241088",NA
"ENSG00000241097",NA
"ENSG00000241098","LINC01994"
"ENSG00000241104","LOC284344"
"ENSG00000241105",NA
"ENSG00000241106","HLA-DOB"
"ENSG00000241111","PRICKLE2-AS1"
"ENSG00000241119","UGT1A9"
"ENSG00000241120",NA
"ENSG00000241123","KRTAP10-5"
"ENSG00000241127","YAE1"
"ENSG00000241128","OR14A2"
"ENSG00000241129",NA
"ENSG00000241130",NA
"ENSG00000241131","LINC02032"
"ENSG00000241144",NA
"ENSG00000241149","ZNF722"
"ENSG00000241152",NA
"ENSG00000241155","ARHGAP31-AS1"
"ENSG00000241156",NA
"ENSG00000241157",NA
"ENSG00000241158","ADAMTS9-AS1"
"ENSG00000241159",NA
"ENSG00000241163","LINC00877"
"ENSG00000241172",NA
"ENSG00000241174",NA
"ENSG00000241175",NA
"ENSG00000241179",NA
"ENSG00000241183",NA
"ENSG00000241186","TDGF1"
"ENSG00000241187",NA
"ENSG00000241188",NA
"ENSG00000241198",NA
"ENSG00000241203",NA
"ENSG00000241204",NA
"ENSG00000241207",NA
"ENSG00000241213","LINC02024"
"ENSG00000241216",NA
"ENSG00000241217",NA
"ENSG00000241218",NA
"ENSG00000241221",NA
"ENSG00000241223",NA
"ENSG00000241224","C3orf85"
"ENSG00000241225",NA
"ENSG00000241226",NA
"ENSG00000241227",NA
"ENSG00000241229",NA
"ENSG00000241230",NA
"ENSG00000241233","KRTAP5-8"
"ENSG00000241241","KRTAP4-16"
"ENSG00000241243",NA
"ENSG00000241244",NA
"ENSG00000241246",NA
"ENSG00000241248",NA
"ENSG00000241250",NA
"ENSG00000241251",NA
"ENSG00000241258","CRCP"
"ENSG00000241261",NA
"ENSG00000241278",NA
"ENSG00000241281",NA
"ENSG00000241288","LINC02614"
"ENSG00000241291",NA
"ENSG00000241293",NA
"ENSG00000241294",NA
"ENSG00000241307",NA
"ENSG00000241313","WWTR1-AS1"
"ENSG00000241316","SUCLG2-DT"
"ENSG00000241319",NA
"ENSG00000241322","FBXW10B"
"ENSG00000241328","LINC02070"
"ENSG00000241333",NA
"ENSG00000241336","LINC01487"
"ENSG00000241343","RPL36A"
"ENSG00000241344",NA
"ENSG00000241345","LOC105375483"
"ENSG00000241346",NA
"ENSG00000241347",NA
"ENSG00000241351",NA
"ENSG00000241352",NA
"ENSG00000241354",NA
"ENSG00000241356",NA
"ENSG00000241359","SYNPR-AS1"
"ENSG00000241360","PDXP"
"ENSG00000241369","LINC01192"
"ENSG00000241370","RPP21"
"ENSG00000241388","HNF1A-AS1"
"ENSG00000241391",NA
"ENSG00000241392",NA
"ENSG00000241395",NA
"ENSG00000241399","CD302"
"ENSG00000241400",NA
"ENSG00000241404","EGFL8"
"ENSG00000241406",NA
"ENSG00000241413",NA
"ENSG00000241420",NA
"ENSG00000241423",NA
"ENSG00000241429",NA
"ENSG00000241431",NA
"ENSG00000241451",NA
"ENSG00000241458",NA
"ENSG00000241461",NA
"ENSG00000241468","ATP5MF"
"ENSG00000241469","LINC00635"
"ENSG00000241472","PTPRG-AS1"
"ENSG00000241476","SSX2"
"ENSG00000241479","MECOM-AS1"
"ENSG00000241484","ARHGAP8"
"ENSG00000241487",NA
"ENSG00000241494",NA
"ENSG00000241506",NA
"ENSG00000241511",NA
"ENSG00000241524",NA
"ENSG00000241525","LOC105371430"
"ENSG00000241527",NA
"ENSG00000241537",NA
"ENSG00000241542",NA
"ENSG00000241544","LINC02029"
"ENSG00000241550",NA
"ENSG00000241552",NA
"ENSG00000241553","ARPC4"
"ENSG00000241560","ZBTB20-AS1"
"ENSG00000241562",NA
"ENSG00000241563","CORT"
"ENSG00000241566",NA
"ENSG00000241568",NA
"ENSG00000241570","PAQR9-AS1"
"ENSG00000241571",NA
"ENSG00000241582",NA
"ENSG00000241587",NA
"ENSG00000241588",NA
"ENSG00000241590",NA
"ENSG00000241595","KRTAP9-4"
"ENSG00000241597",NA
"ENSG00000241598","KRTAP5-4"
"ENSG00000241604",NA
"ENSG00000241612",NA
"ENSG00000241613",NA
"ENSG00000241625",NA
"ENSG00000241631",NA
"ENSG00000241634",NA
"ENSG00000241635","UGT1A1"
"ENSG00000241644","INMT"
"ENSG00000241648","CADM2-AS2"
"ENSG00000241652",NA
"ENSG00000241654",NA
"ENSG00000241657",NA
"ENSG00000241665",NA
"ENSG00000241668",NA
"ENSG00000241669","LINC01327"
"ENSG00000241671",NA
"ENSG00000241678",NA
"ENSG00000241680",NA
"ENSG00000241684","ADAMTS9-AS2"
"ENSG00000241685","ARPC1A"
"ENSG00000241693",NA
"ENSG00000241696","LINC02053"
"ENSG00000241697","TMEFF1"
"ENSG00000241709",NA
"ENSG00000241717",NA
"ENSG00000241722",NA
"ENSG00000241735","FABP5P3"
"ENSG00000241739",NA
"ENSG00000241741",NA
"ENSG00000241744",NA
"ENSG00000241745",NA
"ENSG00000241746",NA
"ENSG00000241749","RPSAP52"
"ENSG00000241755",NA
"ENSG00000241756",NA
"ENSG00000241757",NA
"ENSG00000241764","CBLL1-AS1"
"ENSG00000241765",NA
"ENSG00000241767","LINC01324"
"ENSG00000241769","EOLA1-DT"
"ENSG00000241776",NA
"ENSG00000241782",NA
"ENSG00000241785",NA
"ENSG00000241787",NA
"ENSG00000241789",NA
"ENSG00000241791",NA
"ENSG00000241794","SPRR2A"
"ENSG00000241804",NA
"ENSG00000241807",NA
"ENSG00000241808",NA
"ENSG00000241809",NA
"ENSG00000241818","SCG5-AS1"
"ENSG00000241821",NA
"ENSG00000241828",NA
"ENSG00000241829",NA
"ENSG00000241832","CECR3"
"ENSG00000241834",NA
"ENSG00000241837","ATP5PO"
"ENSG00000241839","PLEKHO2"
"ENSG00000241852","C8orf58"
"ENSG00000241853",NA
"ENSG00000241861",NA
"ENSG00000241866",NA
"ENSG00000241868",NA
"ENSG00000241869",NA
"ENSG00000241870",NA
"ENSG00000241874",NA
"ENSG00000241877",NA
"ENSG00000241878","PISD"
"ENSG00000241890",NA
"ENSG00000241891",NA
"ENSG00000241899",NA
"ENSG00000241905",NA
"ENSG00000241911",NA
"ENSG00000241917",NA
"ENSG00000241923",NA
"ENSG00000241926",NA
"ENSG00000241933","DENND6A-DT"
"ENSG00000241935","HOGA1"
"ENSG00000241939",NA
"ENSG00000241941",NA
"ENSG00000241942",NA
"ENSG00000241943",NA
"ENSG00000241945","PWP2"
"ENSG00000241956","LOC102546299"
"ENSG00000241959",NA
"ENSG00000241961",NA
"ENSG00000241963",NA
"ENSG00000241964",NA
"ENSG00000241973","PI4KA"
"ENSG00000241981",NA
"ENSG00000241983",NA
"ENSG00000241992",NA
"ENSG00000241997",NA
"ENSG00000242014",NA
"ENSG00000242019","KIR3DL3"
"ENSG00000242020",NA
"ENSG00000242028","HYPK"
"ENSG00000242042","LINC01743"
"ENSG00000242048","PRKAG2-AS2"
"ENSG00000242049","DNAJB8-AS1"
"ENSG00000242052",NA
"ENSG00000242058",NA
"ENSG00000242060",NA
"ENSG00000242061",NA
"ENSG00000242065",NA
"ENSG00000242066",NA
"ENSG00000242067",NA
"ENSG00000242070",NA
"ENSG00000242071",NA
"ENSG00000242076",NA
"ENSG00000242079",NA
"ENSG00000242080",NA
"ENSG00000242082","SLC5A4-AS1"
"ENSG00000242083",NA
"ENSG00000242085",NA
"ENSG00000242086","SDHAP2"
"ENSG00000242087",NA
"ENSG00000242100",NA
"ENSG00000242101",NA
"ENSG00000242102",NA
"ENSG00000242103",NA
"ENSG00000242109",NA
"ENSG00000242110","AMACR"
"ENSG00000242113",NA
"ENSG00000242114","MTFP1"
"ENSG00000242118",NA
"ENSG00000242120","MDFIC2"
"ENSG00000242121",NA
"ENSG00000242123",NA
"ENSG00000242125","SNHG3"
"ENSG00000242134",NA
"ENSG00000242135",NA
"ENSG00000242137",NA
"ENSG00000242147","LASTR"
"ENSG00000242147","LINC02677"
"ENSG00000242153",NA
"ENSG00000242158",NA
"ENSG00000242159",NA
"ENSG00000242165",NA
"ENSG00000242169",NA
"ENSG00000242170",NA
"ENSG00000242173","ARHGDIG"
"ENSG00000242175",NA
"ENSG00000242182",NA
"ENSG00000242193","CRYZL2P"
"ENSG00000242197",NA
"ENSG00000242199",NA
"ENSG00000242201",NA
"ENSG00000242207","HOXB-AS4"
"ENSG00000242208",NA
"ENSG00000242214",NA
"ENSG00000242216",NA
"ENSG00000242220","TCP10L"
"ENSG00000242221","PSG2"
"ENSG00000242229",NA
"ENSG00000242236",NA
"ENSG00000242241",NA
"ENSG00000242247","ARFGAP3"
"ENSG00000242248",NA
"ENSG00000242251",NA
"ENSG00000242252","BGLAP"
"ENSG00000242256",NA
"ENSG00000242258","LINC00996"
"ENSG00000242259","C22orf39"
"ENSG00000242261",NA
"ENSG00000242265","PEG10"
"ENSG00000242266",NA
"ENSG00000242268","LINC02082"
"ENSG00000242276",NA
"ENSG00000242278",NA
"ENSG00000242279",NA
"ENSG00000242280",NA
"ENSG00000242281",NA
"ENSG00000242288","BMS1P4-AGAP5"
"ENSG00000242290","ZBTB20-AS5"
"ENSG00000242291",NA
"ENSG00000242295",NA
"ENSG00000242299",NA
"ENSG00000242315",NA
"ENSG00000242318",NA
"ENSG00000242320",NA
"ENSG00000242321",NA
"ENSG00000242325",NA
"ENSG00000242327",NA
"ENSG00000242329",NA
"ENSG00000242330",NA
"ENSG00000242339","LINC02025"
"ENSG00000242341",NA
"ENSG00000242348",NA
"ENSG00000242360",NA
"ENSG00000242362","CT47A2"
"ENSG00000242364",NA
"ENSG00000242366","UGT1A8"
"ENSG00000242370","KCNAB1-AS1"
"ENSG00000242371",NA
"ENSG00000242372","EIF6"
"ENSG00000242381",NA
"ENSG00000242385","LINC00901"
"ENSG00000242389","RBMY1E"
"ENSG00000242398",NA
"ENSG00000242399",NA
"ENSG00000242405",NA
"ENSG00000242412","DBIL5P2"
"ENSG00000242417",NA
"ENSG00000242419","PCDHGC4"
"ENSG00000242423",NA
"ENSG00000242428","CFAP20DC-AS1"
"ENSG00000242430",NA
"ENSG00000242431",NA
"ENSG00000242435",NA
"ENSG00000242436",NA
"ENSG00000242439",NA
"ENSG00000242441","GTF2A1L"
"ENSG00000242444",NA
"ENSG00000242445",NA
"ENSG00000242456",NA
"ENSG00000242457",NA
"ENSG00000242461",NA
"ENSG00000242472",NA
"ENSG00000242473",NA
"ENSG00000242477",NA
"ENSG00000242479",NA
"ENSG00000242482",NA
"ENSG00000242483",NA
"ENSG00000242485","MRPL20"
"ENSG00000242493",NA
"ENSG00000242498","ARPIN"
"ENSG00000242509",NA
"ENSG00000242510",NA
"ENSG00000242512","LINC01206"
"ENSG00000242515","UGT1A10"
"ENSG00000242516","LINC00960"
"ENSG00000242522","KLHL6-AS1"
"ENSG00000242524",NA
"ENSG00000242525",NA
"ENSG00000242534",NA
"ENSG00000242547",NA
"ENSG00000242550","SERPINB10"
"ENSG00000242551",NA
"ENSG00000242559",NA
"ENSG00000242560",NA
"ENSG00000242562",NA
"ENSG00000242565",NA
"ENSG00000242571",NA
"ENSG00000242574","HLA-DMB"
"ENSG00000242575",NA
"ENSG00000242580",NA
"ENSG00000242583",NA
"ENSG00000242595",NA
"ENSG00000242600","MBL1P"
"ENSG00000242607",NA
"ENSG00000242608",NA
"ENSG00000242609",NA
"ENSG00000242610",NA
"ENSG00000242612","DECR2"
"ENSG00000242614",NA
"ENSG00000242616","GNG10"
"ENSG00000242635",NA
"ENSG00000242636",NA
"ENSG00000242638",NA
"ENSG00000242641","LINC00971"
"ENSG00000242650",NA
"ENSG00000242651",NA
"ENSG00000242653",NA
"ENSG00000242654",NA
"ENSG00000242657",NA
"ENSG00000242661",NA
"ENSG00000242667",NA
"ENSG00000242668",NA
"ENSG00000242670",NA
"ENSG00000242671","LINC02010"
"ENSG00000242673",NA
"ENSG00000242688",NA
"ENSG00000242689","CNTF"
"ENSG00000242692",NA
"ENSG00000242696",NA
"ENSG00000242697",NA
"ENSG00000242699",NA
"ENSG00000242705",NA
"ENSG00000242706",NA
"ENSG00000242707",NA
"ENSG00000242709",NA
"ENSG00000242715","CCDC169"
"ENSG00000242719",NA
"ENSG00000242728",NA
"ENSG00000242731",NA
"ENSG00000242732","RTL5"
"ENSG00000242747",NA
"ENSG00000242748",NA
"ENSG00000242752",NA
"ENSG00000242757",NA
"ENSG00000242764",NA
"ENSG00000242766",NA
"ENSG00000242767","ZBTB20-AS4"
"ENSG00000242768",NA
"ENSG00000242769",NA
"ENSG00000242775","LOC124909383"
"ENSG00000242779","ZNF702P"
"ENSG00000242781","LINC02050"
"ENSG00000242793",NA
"ENSG00000242794",NA
"ENSG00000242802","AP5Z1"
"ENSG00000242807",NA
"ENSG00000242808","SOX2-OT"
"ENSG00000242810",NA
"ENSG00000242811",NA
"ENSG00000242816","LOC101926953"
"ENSG00000242818",NA
"ENSG00000242829",NA
"ENSG00000242834",NA
"ENSG00000242836",NA
"ENSG00000242837",NA
"ENSG00000242841",NA
"ENSG00000242852","ZNF709"
"ENSG00000242853",NA
"ENSG00000242855",NA
"ENSG00000242856",NA
"ENSG00000242858",NA
"ENSG00000242860",NA
"ENSG00000242863",NA
"ENSG00000242865",NA
"ENSG00000242866","STRC"
"ENSG00000242875","RBMY1B"
"ENSG00000242876",NA
"ENSG00000242882",NA
"ENSG00000242887",NA
"ENSG00000242888",NA
"ENSG00000242889",NA
"ENSG00000242893",NA
"ENSG00000242894",NA
"ENSG00000242899",NA
"ENSG00000242902","FLNC-AS1"
"ENSG00000242912",NA
"ENSG00000242922",NA
"ENSG00000242925","PLCH1-AS2"
"ENSG00000242928",NA
"ENSG00000242931",NA
"ENSG00000242936",NA
"ENSG00000242941",NA
"ENSG00000242950","ERVW-1"
"ENSG00000242952",NA
"ENSG00000242958",NA
"ENSG00000242963",NA
"ENSG00000242971",NA
"ENSG00000242973","TDRD6-AS1"
"ENSG00000242976",NA
"ENSG00000242978",NA
"ENSG00000242979",NA
"ENSG00000242983",NA
"ENSG00000242985",NA
"ENSG00000242986",NA
"ENSG00000242989",NA
"ENSG00000242991",NA
"ENSG00000242993",NA
"ENSG00000242995",NA
"ENSG00000242998",NA
"ENSG00000242999",NA
"ENSG00000243005",NA
"ENSG00000243011",NA
"ENSG00000243015",NA
"ENSG00000243020",NA
"ENSG00000243029",NA
"ENSG00000243033",NA
"ENSG00000243035",NA
"ENSG00000243049",NA
"ENSG00000243050",NA
"ENSG00000243051",NA
"ENSG00000243053",NA
"ENSG00000243056","EIF4EBP3"
"ENSG00000243059",NA
"ENSG00000243063",NA
"ENSG00000243066",NA
"ENSG00000243069","ARHGEF26-AS1"
"ENSG00000243071",NA
"ENSG00000243073","PRAMEF4"
"ENSG00000243075",NA
"ENSG00000243083","LINC00870"
"ENSG00000243099",NA
"ENSG00000243101",NA
"ENSG00000243103",NA
"ENSG00000243115",NA
"ENSG00000243122",NA
"ENSG00000243124",NA
"ENSG00000243125",NA
"ENSG00000243129",NA
"ENSG00000243130","PSG11"
"ENSG00000243136",NA
"ENSG00000243137","PSG4"
"ENSG00000243141",NA
"ENSG00000243147","MRPL33"
"ENSG00000243150","MLF1-DT"
"ENSG00000243154",NA
"ENSG00000243156","MICAL3"
"ENSG00000243160",NA
"ENSG00000243164",NA
"ENSG00000243171",NA
"ENSG00000243173",NA
"ENSG00000243175",NA
"ENSG00000243181",NA
"ENSG00000243188",NA
"ENSG00000243195",NA
"ENSG00000243197","TUSC7"
"ENSG00000243199",NA
"ENSG00000243207","PPAN-P2RY11"
"ENSG00000243224","TWF2-DT"
"ENSG00000243227",NA
"ENSG00000243232","PCDHAC2"
"ENSG00000243234",NA
"ENSG00000243236",NA
"ENSG00000243238",NA
"ENSG00000243244","STON1"
"ENSG00000243250",NA
"ENSG00000243254",NA
"ENSG00000243257",NA
"ENSG00000243260",NA
"ENSG00000243264",NA
"ENSG00000243265",NA
"ENSG00000243267",NA
"ENSG00000243273","LOC124909446"
"ENSG00000243274",NA
"ENSG00000243279","PRAF2"
"ENSG00000243284","VSIG8"
"ENSG00000243290",NA
"ENSG00000243297",NA
"ENSG00000243303",NA
"ENSG00000243312",NA
"ENSG00000243313",NA
"ENSG00000243314",NA
"ENSG00000243316","GUCY2GP"
"ENSG00000243317","STMP1"
"ENSG00000243319","FGF14-IT1"
"ENSG00000243321","LINC01998"
"ENSG00000243323","PTPRVP"
"ENSG00000243333",NA
"ENSG00000243335","KCTD7"
"ENSG00000243338",NA
"ENSG00000243339",NA
"ENSG00000243346",NA
"ENSG00000243353",NA
"ENSG00000243355",NA
"ENSG00000243359",NA
"ENSG00000243364","EFNA4"
"ENSG00000243365",NA
"ENSG00000243366",NA
"ENSG00000243370",NA
"ENSG00000243373",NA
"ENSG00000243374",NA
"ENSG00000243383",NA
"ENSG00000243396",NA
"ENSG00000243398",NA
"ENSG00000243414","TICAM2"
"ENSG00000243417",NA
"ENSG00000243420",NA
"ENSG00000243422",NA
"ENSG00000243424",NA
"ENSG00000243426",NA
"ENSG00000243429",NA
"ENSG00000243431",NA
"ENSG00000243437",NA
"ENSG00000243438",NA
"ENSG00000243439",NA
"ENSG00000243445",NA
"ENSG00000243446",NA
"ENSG00000243449","C4orf48"
"ENSG00000243455",NA
"ENSG00000243466",NA
"ENSG00000243468","INGX"
"ENSG00000243469",NA
"ENSG00000243477","NAA80"
"ENSG00000243478",NA
"ENSG00000243479","MNX1-AS1"
"ENSG00000243480","AMY2A"
"ENSG00000243488",NA
"ENSG00000243489","KRTAP10-11"
"ENSG00000243499",NA
"ENSG00000243503",NA
"ENSG00000243504",NA
"ENSG00000243505",NA
"ENSG00000243508",NA
"ENSG00000243509","TNFRSF6B"
"ENSG00000243510",NA
"ENSG00000243516",NA
"ENSG00000243517",NA
"ENSG00000243519",NA
"ENSG00000243521",NA
"ENSG00000243532",NA
"ENSG00000243537",NA
"ENSG00000243539",NA
"ENSG00000243541",NA
"ENSG00000243543","WFDC6"
"ENSG00000243544",NA
"ENSG00000243546",NA
"ENSG00000243547",NA
"ENSG00000243548",NA
"ENSG00000243549",NA
"ENSG00000243554",NA
"ENSG00000243560",NA
"ENSG00000243562",NA
"ENSG00000243566","UPK3B"
"ENSG00000243572","LINC02017"
"ENSG00000243581",NA
"ENSG00000243591",NA
"ENSG00000243592",NA
"ENSG00000243593","LINC02049"
"ENSG00000243596",NA
"ENSG00000243601",NA
"ENSG00000243607",NA
"ENSG00000243627","SMIM34"
"ENSG00000243629","LINC00880"
"ENSG00000243633",NA
"ENSG00000243641",NA
"ENSG00000243642",NA
"ENSG00000243646","IL10RB"
"ENSG00000243648",NA
"ENSG00000243649","CFB"
"ENSG00000243650",NA
"ENSG00000243658",NA
"ENSG00000243660","ZNF487"
"ENSG00000243661",NA
"ENSG00000243663",NA
"ENSG00000243667","DNAAF10"
"ENSG00000243669",NA
"ENSG00000243671",NA
"ENSG00000243672",NA
"ENSG00000243678","NME2"
"ENSG00000243687",NA
"ENSG00000243697",NA
"ENSG00000243700",NA
"ENSG00000243701","DUBR"
"ENSG00000243702",NA
"ENSG00000243704",NA
"ENSG00000243708","PLA2G4B"
"ENSG00000243709","LEFTY1"
"ENSG00000243710","CFAP57"
"ENSG00000243711",NA
"ENSG00000243715","CACNA2D3-AS1"
"ENSG00000243716","NPIPB5"
"ENSG00000243720",NA
"ENSG00000243723",NA
"ENSG00000243725","TTC4"
"ENSG00000243729","OR5V1"
"ENSG00000243738",NA
"ENSG00000243742","RPLP0P2"
"ENSG00000243746",NA
"ENSG00000243749","TMEM35B"
"ENSG00000243758",NA
"ENSG00000243759",NA
"ENSG00000243761",NA
"ENSG00000243770",NA
"ENSG00000243771",NA
"ENSG00000243772","KIR2DL3"
"ENSG00000243775","OSTCP1"
"ENSG00000243777",NA
"ENSG00000243779",NA
"ENSG00000243780",NA
"ENSG00000243782",NA
"ENSG00000243789","JMJD7"
"ENSG00000243794",NA
"ENSG00000243795","LINC02044"
"ENSG00000243801",NA
"ENSG00000243806",NA
"ENSG00000243811","APOBEC3D"
"ENSG00000243813",NA
"ENSG00000243817",NA
"ENSG00000243818","LOC100507389"
"ENSG00000243819","RN7SL832P"
"ENSG00000243824",NA
"ENSG00000243829",NA
"ENSG00000243830",NA
"ENSG00000243832","LINC02000"
"ENSG00000243836","WDR86-AS1"
"ENSG00000243838",NA
"ENSG00000243844",NA
"ENSG00000243845",NA
"ENSG00000243847",NA
"ENSG00000243849","CFAP44-AS1"
"ENSG00000243854",NA
"ENSG00000243855",NA
"ENSG00000243856",NA
"ENSG00000243859",NA
"ENSG00000243870",NA
"ENSG00000243871",NA
"ENSG00000243872",NA
"ENSG00000243873",NA
"ENSG00000243883",NA
"ENSG00000243886",NA
"ENSG00000243889",NA
"ENSG00000243894",NA
"ENSG00000243896","OR2A7"
"ENSG00000243900",NA
"ENSG00000243904",NA
"ENSG00000243905",NA
"ENSG00000243910","TUBA4B"
"ENSG00000243911",NA
"ENSG00000243914",NA
"ENSG00000243916",NA
"ENSG00000243918",NA
"ENSG00000243920",NA
"ENSG00000243927","MRPS6"
"ENSG00000243929",NA
"ENSG00000243943","ZNF512"
"ENSG00000243951",NA
"ENSG00000243954",NA
"ENSG00000243955","GSTA1"
"ENSG00000243957",NA
"ENSG00000243959",NA
"ENSG00000243964",NA
"ENSG00000243968",NA
"ENSG00000243976",NA
"ENSG00000243977",NA
"ENSG00000243978","RTL9"
"ENSG00000243979",NA
"ENSG00000243980",NA
"ENSG00000243986",NA
"ENSG00000243988",NA
"ENSG00000243989","ACY1"
"ENSG00000243991",NA
"ENSG00000244002",NA
"ENSG00000244003",NA
"ENSG00000244004",NA
"ENSG00000244005","NFS1"
"ENSG00000244006",NA
"ENSG00000244018",NA
"ENSG00000244019",NA
"ENSG00000244020","MT1HL1"
"ENSG00000244021",NA
"ENSG00000244024",NA
"ENSG00000244025","KRTAP19-3"
"ENSG00000244033",NA
"ENSG00000244034",NA
"ENSG00000244038","DDOST"
"ENSG00000244040","IL12A-AS1"
"ENSG00000244043",NA
"ENSG00000244044",NA
"ENSG00000244045","TMEM199"
"ENSG00000244048",NA
"ENSG00000244052",NA
"ENSG00000244053",NA
"ENSG00000244056",NA
"ENSG00000244057","LCE3C"
"ENSG00000244066",NA
"ENSG00000244067","GSTA2"
"ENSG00000244071",NA
"ENSG00000244073",NA
"ENSG00000244080",NA
"ENSG00000244083",NA
"ENSG00000244089",NA
"ENSG00000244091",NA
"ENSG00000244094","SPRR2F"
"ENSG00000244097",NA
"ENSG00000244099",NA
"ENSG00000244101",NA
"ENSG00000244104",NA
"ENSG00000244107",NA
"ENSG00000244112",NA
"ENSG00000244113",NA
"ENSG00000244115","DNAJC25-GNG10"
"ENSG00000244116",NA
"ENSG00000244122","UGT1A7"
"ENSG00000244128","LINC01322"
"ENSG00000244130",NA
"ENSG00000244131",NA
"ENSG00000244134",NA
"ENSG00000244137","LOC107985359"
"ENSG00000244139",NA
"ENSG00000244146",NA
"ENSG00000244161","FLNB-AS1"
"ENSG00000244165","P2RY11"
"ENSG00000244169",NA
"ENSG00000244176",NA
"ENSG00000244184","PELP1-DT"
"ENSG00000244187","TMEM141"
"ENSG00000244192",NA
"ENSG00000244194",NA
"ENSG00000244197",NA
"ENSG00000244203","FOXP1-AS1"
"ENSG00000244215","LINC02016"
"ENSG00000244217",NA
"ENSG00000244218",NA
"ENSG00000244219","TMEM225B"
"ENSG00000244222",NA
"ENSG00000244226",NA
"ENSG00000244227","LRRC77P"
"ENSG00000244229",NA
"ENSG00000244231",NA
"ENSG00000244232",NA
"ENSG00000244234","GMCL2"
"ENSG00000244235",NA
"ENSG00000244236",NA
"ENSG00000244237",NA
"ENSG00000244242","IFITM10"
"ENSG00000244244",NA
